Candidate_ID,Name,Age,Gender,City,Degree,Experience_Years,Skills,Projects_Count,Certifications,Resume_Summary,Target_Designation
C05489,Candidate_5489,34,Male,Bengaluru,MCA,9,"Scikit-learn, Python, Pandas, TensorFlow, Git, MLflow, CV, NLP, Docker, SQL, PyTorch",7,AWS CCP,ML Engineer with 9 years of experience.,Cloud Engineer
C03934,Candidate_3934,29,Male,Delhi,MCA,4,"SQL, Pandas, Tableau, NumPy, Seaborn, Python, DAX, Matplotlib, Power BI",2,Oracle Java,Data Analyst with 4 years of experience.,Data Analyst
C03551,Candidate_3551,36,Female,Hyderabad,B.Sc,4,"Seaborn, Tableau, ETL, Power BI, NumPy, DAX, Excel, Matplotlib",6,Oracle Java,Data Analyst with 4 years of experience.,Data Analyst
C00532,Candidate_532,26,Female,Mumbai,B.Sc,5,"HTML, Git, Tailwind, JavaScript, React, TypeScript, Next.js, Bootstrap, REST",6,Power BI,Front End Developer with 5 years of experience.,Front End Developer
C07180,Candidate_7180,36,Male,Pune,B.Sc,14,"Payroll, Excel, Compliance, Recruitment, Training, Leadership, ATS, HRMS, SEO, SEM",10,AWS CCP,HR Manager with 14 years of experience.,HR Manager
C01255,Candidate_1255,24,Female,Pune,MCA,6,"HTML, Vite, TypeScript, Next.js, CSS, REST, Git, Bootstrap",10,Power BI,Front End Developer with 6 years of experience.,Front End Developer
C04317,Candidate_4317,31,Female,Bengaluru,M.Tech,5,"Linux, Jenkins, Terraform, CI/CD, Kubernetes, Docker, Python, Azure, GCP",2,Power BI,Cloud Engineer with 5 years of experience.,Cloud Engineer
C03816,Candidate_3816,35,Male,Bengaluru,M.Tech,10,"Excel, Matplotlib, Python, DAX, Pandas, Tableau, SQL, ETL",2,Oracle Java,Data Analyst with 10 years of experience.,Data Analyst
C03730,Candidate_3730,39,Female,Hyderabad,B.Sc,6,"ETL, Python, DAX, Pandas, Seaborn, Statistics, NumPy, Power BI, Excel, Matplotlib, SQL",3,Power BI,Data Analyst with 6 years of experience.,Data Analyst
C07881,Candidate_7881,25,Female,Delhi,BCA,3,"UX, After Effects, Figma, Wireframing, Adobe XD, UI, Illustrator, Canva, Prototyping, Color Theory, Photoshop, Typography",8,Azure AZ-900,Designer with 3 years of experience.,Designer
C09320,Candidate_9320,24,Male,Kochi,B.Sc,11,"Copywriting, Canva, Email Marketing, Keyword Research, SEM, SEO, Google Ads, WordPress, Meta Ads",2,Power BI,Digital Marketing with 11 years of experience.,Digital Marketing
C02522,Candidate_2522,31,Female,Hyderabad,B.Tech,8,"FastAPI, MongoDB, JWT, MySQL, Docker, Git, PostgreSQL, Flask, Linux",5,TensorFlow,Backend Developer with 8 years of experience.,Backend Developer
C05012,Candidate_5012,25,Male,Delhi,MCA,0,"Ansible, Networking, GCP, CI/CD, Docker, Python, AWS, Kubernetes",9,Oracle Java,Cloud Engineer with 0 years of experience.,Cloud Engineer
C02505,Candidate_2505,31,Female,Hyderabad,BCA,14,"REST, Linux, MySQL, Git, JWT, Docker, Django, PostgreSQL, MongoDB",8,TensorFlow,Backend Developer with 14 years of experience.,Backend Developer
C08302,Candidate_8302,29,Female,Mumbai,B.Sc,13,"UX, UI, Canva, Wireframing, Typography, Photoshop, After Effects, Adobe XD, Color Theory",3,TensorFlow,Designer with 13 years of experience.,Designer
C04387,Candidate_4387,26,Male,Hyderabad,B.Sc,15,"Azure, Terraform, AWS, Kubernetes, Jenkins, Ansible, CI/CD, Linux, Docker, Python, GCP",8,Oracle Java,Cloud Engineer with 15 years of experience.,Cloud Engineer
C03602,Candidate_3602,40,Male,Chennai,B.Sc,5,"ETL, Statistics, Power BI, Pandas, NumPy, Excel, Matplotlib, DAX, SQL, Python",1,Oracle Java,Data Analyst with 5 years of experience.,Data Analyst
C09942,Candidate_9942,30,Male,Mumbai,M.Tech,0,"Google Ads, SEO, Keyword Research, Analytics, SEM, Email Marketing, Copywriting, Content Marketing, Canva, WordPress",5,TensorFlow,Digital Marketing with 0 years of experience.,Digital Marketing
C03179,Candidate_3179,27,Male,Delhi,MCA,11,"Power BI, Python, Tableau, ETL, Matplotlib, Statistics, Excel, NumPy, Pandas, SQL, Seaborn",7,Azure AZ-900,Data Analyst with 11 years of experience.,Data Analyst
C05621,Candidate_5621,32,Male,Mumbai,M.Tech,4,"Git, SQL, Docker, TensorFlow, Scikit-learn, Python, PyTorch, CV, NumPy, Pandas",8,Google DA,ML Engineer with 4 years of experience.,ML Engineer
C05268,Candidate_5268,31,Female,Pune,MCA,11,"NLP, NumPy, Git, TensorFlow, CV, PyTorch, MLflow, Docker, Python, Scikit-learn",3,Oracle Java,ML Engineer with 11 years of experience.,ML Engineer
C06669,Candidate_6669,33,Male,Kochi,MCA,14,"Excel, Recruitment, ATS, Leadership, HRMS, Employee Relations, Seaborn, Tableau",10,Google DA,HR Manager with 14 years of experience.,HR Manager
C00141,Candidate_141,21,Male,Chennai,MCA,3,"Redux, Git, Tailwind, Bootstrap, HTML, Next.js, REST, React, FastAPI",5,Meta,Front End Developer with 3 years of experience.,Front End Developer
C02071,Candidate_2071,33,Female,Delhi,B.Tech,9,"JWT, MongoDB, Python, Flask, Git, MySQL, Django, Docker, PostgreSQL, FastAPI, Linux, REST",9,AWS CCP,Backend Developer with 9 years of experience.,Backend Developer
C01753,Candidate_1753,28,Male,Delhi,BCA,13,"JWT, Linux, Docker, MongoDB, MySQL, Python, Git, FastAPI",5,Google DA,Backend Developer with 13 years of experience.,Front End Developer
C03517,Candidate_3517,21,Female,Chennai,BCA,4,"Pandas, Excel, Statistics, DAX, ETL, Power BI, Python, Seaborn",6,Meta,Data Analyst with 4 years of experience.,Data Analyst
C09862,Candidate_9862,27,Female,Pune,M.Tech,4,"Copywriting, SEM, Google Ads, Canva, Content Marketing, Social Media, Email Marketing, Meta Ads, WordPress, Analytics, SEO",4,Oracle Java,Digital Marketing with 4 years of experience.,Digital Marketing
C04005,Candidate_4005,26,Female,Bengaluru,MCA,4,"Azure, CI/CD, AWS, Networking, Python, Jenkins, Terraform, GCP",7,TensorFlow,Cloud Engineer with 4 years of experience.,Cloud Engineer
C04006,Candidate_4006,40,Male,Delhi,BCA,10,"GCP, Docker, Terraform, Jenkins, Linux, Azure, CI/CD, Ansible",3,Meta,Cloud Engineer with 10 years of experience.,Cloud Engineer
C03578,Candidate_3578,27,Female,Chennai,M.Tech,15,"Python, Statistics, Seaborn, Power BI, Tableau, NumPy, ETL, SQL, DAX, Excel",8,Meta,Data Analyst with 15 years of experience.,Data Analyst
C08096,Candidate_8096,27,Male,Delhi,B.Sc,7,"Wireframing, Figma, Typography, UI, Illustrator, Color Theory, Photoshop, UX, Prototyping, Copywriting",9,Oracle Java,Designer with 7 years of experience.,Designer
C00851,Candidate_851,36,Male,Kochi,MCA,0,"Tailwind, Git, REST, Redux, Next.js, JavaScript, Bootstrap, TypeScript, React, HTML, Vite, CSS",9,Meta,Front End Developer with 0 years of experience.,Front End Developer
C00698,Candidate_698,30,Female,Mumbai,MCA,5,"Git, Bootstrap, CSS, React, Vite, Tailwind, HTML, Redux, REST, MongoDB, Docker",7,Oracle Java,Front End Developer with 5 years of experience.,Front End Developer
C03562,Candidate_3562,35,Male,Chennai,B.Tech,6,"Python, NumPy, Power BI, Seaborn, DAX, Matplotlib, Pandas, SQL, Tableau, Statistics",7,Oracle Java,Data Analyst with 6 years of experience.,Data Analyst
C10003,Candidate_10003,30,Male,Mumbai,MCA,11,"Meta Ads, Email Marketing, Canva, WordPress, SEM, Analytics, Social Media, Keyword Research, SEO",5,Oracle Java,Digital Marketing with 11 years of experience.,Digital Marketing
C03004,Candidate_3004,33,Male,Mumbai,B.Sc,13,"Excel, ETL, Power BI, Pandas, DAX, Tableau, Seaborn, Python, Matplotlib, Statistics, SQL",9,TensorFlow,Data Analyst with 13 years of experience.,Data Analyst
C09539,Candidate_9539,38,Male,Mumbai,B.Sc,14,"Copywriting, Canva, Content Marketing, Meta Ads, Keyword Research, Analytics, SEO, Python, DAX",8,Power BI,Digital Marketing with 14 years of experience.,Digital Marketing
C07320,Candidate_7320,22,Female,Kochi,BCA,6,"Employee Relations, Compliance, Onboarding, Payroll, Leadership, Excel, Communication, Analytics, Email Marketing",2,Oracle Java,HR Manager with 6 years of experience.,HR Manager
C06353,Candidate_6353,23,Female,Bengaluru,M.Tech,8,"Python, Git, MLflow, Scikit-learn, CV, TensorFlow, SQL, NumPy, NLP, Docker",3,Google DA,ML Engineer with 8 years of experience.,ML Engineer
C10301,Candidate_10301,23,Female,Chennai,BCA,15,"Content Marketing, WordPress, Copywriting, Meta Ads, Analytics, Email Marketing, Social Media, Google Ads, Canva, Keyword Research",6,Azure AZ-900,Digital Marketing with 15 years of experience.,Digital Marketing
C06630,Candidate_6630,28,Male,Chennai,BCA,14,"HRMS, Communication, Onboarding, Compliance, Conflict Resolution, Employee Relations, Payroll, ATS, Recruitment, Leadership",4,Meta,HR Manager with 14 years of experience.,HR Manager
C07739,Candidate_7739,28,Male,Pune,B.Sc,11,"Excel, Training, Recruitment, Conflict Resolution, Payroll, Leadership, Onboarding, ATS, Employee Relations, HRMS",2,Oracle Java,HR Manager with 11 years of experience.,HR Manager
C00066,Candidate_66,40,Male,Chennai,B.Tech,12,"React, CSS, Bootstrap, TypeScript, Tailwind, JavaScript, REST, Next.js, HTML, Redux, Git",4,Azure AZ-900,Front End Developer with 12 years of experience.,Front End Developer
C06842,Candidate_6842,40,Female,Pune,BCA,7,"Training, Excel, Onboarding, Employee Relations, Recruitment, Communication, ATS, Conflict Resolution",2,Meta,HR Manager with 7 years of experience.,HR Manager
C00381,Candidate_381,29,Male,Kochi,M.Tech,13,"Git, CSS, TypeScript, REST, HTML, Redux, Vite, Color Theory, Canva",10,Google DA,Front End Developer with 13 years of experience.,Front End Developer
C08966,Candidate_8966,35,Female,Delhi,BCA,10,"Typography, Canva, After Effects, Prototyping, UX, UI, Illustrator, Photoshop, Color Theory",5,Oracle Java,Designer with 10 years of experience.,Designer
C08967,Candidate_8967,30,Male,Chennai,B.Sc,4,"UI, Wireframing, Canva, UX, Adobe XD, Color Theory, Photoshop, Prototyping, Typography, After Effects",9,Oracle Java,Designer with 4 years of experience.,Designer
C01445,Candidate_1445,29,Male,Kochi,MCA,10,"REST, FastAPI, Git, Docker, Linux, MySQL, Flask, Django",9,AWS CCP,Backend Developer with 10 years of experience.,Backend Developer
C05456,Candidate_5456,26,Female,Delhi,B.Sc,4,"NLP, Python, MLflow, SQL, Scikit-learn, Git, NumPy, Pandas, Docker, TensorFlow, PyTorch",8,Oracle Java,ML Engineer with 4 years of experience.,ML Engineer
C04942,Candidate_4942,33,Female,Pune,B.Sc,13,"Jenkins, Networking, Azure, Python, Docker, Terraform, AWS, Ansible, GCP, CI/CD",9,Oracle Java,Cloud Engineer with 13 years of experience.,Cloud Engineer
C08655,Candidate_8655,25,Male,Pune,B.Sc,6,"UI, Wireframing, UX, Typography, Photoshop, Canva, Adobe XD, After Effects",9,AWS CCP,Designer with 6 years of experience.,Designer
C07985,Candidate_7985,25,Male,Pune,M.Tech,7,"Color Theory, Figma, UX, Photoshop, Illustrator, Adobe XD, Canva, Typography, After Effects, Prototyping, UI",7,TensorFlow,Designer with 7 years of experience.,Designer
C10249,Candidate_10249,21,Female,Mumbai,B.Sc,11,"Email Marketing, SEO, WordPress, Analytics, Content Marketing, Social Media, Keyword Research, SEM, Meta Ads, Canva, Copywriting",2,AWS CCP,Digital Marketing with 11 years of experience.,Digital Marketing
C01866,Candidate_1866,21,Male,Delhi,MCA,1,"MySQL, Linux, REST, JWT, Python, PostgreSQL, Docker, Vite, TypeScript",6,Azure AZ-900,Backend Developer with 1 years of experience.,Backend Developer
C02704,Candidate_2704,37,Female,Hyderabad,B.Sc,14,"Statistics, NumPy, DAX, Matplotlib, Tableau, Python, Excel, SQL, Pandas, Seaborn",4,Oracle Java,Data Analyst with 14 years of experience.,Data Analyst
C03872,Candidate_3872,22,Female,Bengaluru,B.Sc,1,"Pandas, Tableau, SQL, Seaborn, Statistics, Python, Excel, ETL, NumPy, DAX",10,AWS CCP,Data Analyst with 1 years of experience.,Data Analyst
C00294,Candidate_294,22,Female,Mumbai,MCA,9,"Redux, Bootstrap, JavaScript, React, TypeScript, Git, HTML, Tailwind, REST",3,Azure AZ-900,Front End Developer with 9 years of experience.,Front End Developer
C00198,Candidate_198,38,Male,Delhi,B.Sc,2,"Git, REST, Vite, Next.js, TypeScript, CSS, JavaScript, Redux, Tailwind",5,Oracle Java,Front End Developer with 2 years of experience.,Front End Developer
C01195,Candidate_1195,30,Male,Bengaluru,B.Tech,14,"Redux, HTML, React, CSS, Tailwind, REST, Vite, Bootstrap",5,AWS CCP,Front End Developer with 14 years of experience.,Front End Developer
C04208,Candidate_4208,25,Female,Hyderabad,B.Sc,10,"Linux, Azure, Jenkins, CI/CD, GCP, Terraform, Ansible, Kubernetes, Networking, Pandas",10,Azure AZ-900,Cloud Engineer with 10 years of experience.,Cloud Engineer
C06015,Candidate_6015,33,Female,Hyderabad,B.Tech,5,"MLflow, Git, Python, NumPy, NLP, TensorFlow, Scikit-learn, Pandas, Tableau, DAX",7,Azure AZ-900,ML Engineer with 5 years of experience.,ML Engineer
C01212,Candidate_1212,38,Female,Mumbai,B.Sc,8,"React, CSS, Bootstrap, HTML, REST, Vite, Redux, TypeScript, Next.js, JavaScript, Tailwind, Git",5,Google DA,Front End Developer with 8 years of experience.,Front End Developer
C07649,Candidate_7649,23,Male,Mumbai,B.Sc,12,"Training, Leadership, Compliance, Recruitment, Conflict Resolution, ATS, Communication, Excel",7,Google DA,HR Manager with 12 years of experience.,HR Manager
C00652,Candidate_652,38,Female,Pune,B.Tech,13,"HTML, Redux, CSS, Bootstrap, Next.js, JavaScript, React, Vite, Tailwind, Canva",10,Oracle Java,Front End Developer with 13 years of experience.,Front End Developer
C09958,Candidate_9958,39,Male,Delhi,BCA,4,"Email Marketing, Meta Ads, SEO, Analytics, Google Ads, Keyword Research, Social Media, Copywriting, WordPress, Content Marketing, Canva, SEM",3,Azure AZ-900,Digital Marketing with 4 years of experience.,Digital Marketing
C09024,Candidate_9024,28,Male,Hyderabad,BCA,8,"Color Theory, Illustrator, Figma, UX, Prototyping, UI, Adobe XD, Canva, Photoshop, Wireframing, Typography, After Effects",7,AWS CCP,Designer with 8 years of experience.,Digital Marketing
C06487,Candidate_6487,32,Male,Kochi,BCA,12,"PyTorch, Python, Pandas, SQL, NumPy, Git, MLflow, CV",5,Power BI,ML Engineer with 12 years of experience.,ML Engineer
C02176,Candidate_2176,24,Female,Bengaluru,MCA,3,"Linux, MySQL, Git, Flask, FastAPI, MongoDB, PostgreSQL, HTML",2,AWS CCP,Backend Developer with 3 years of experience.,Backend Developer
C07418,Candidate_7418,22,Female,Mumbai,B.Tech,5,"Onboarding, Excel, Employee Relations, Communication, ATS, Payroll, Training, HRMS, Leadership, Compliance, Conflict Resolution, Tableau",3,Power BI,HR Manager with 5 years of experience.,HR Manager
C02770,Candidate_2770,29,Female,Mumbai,M.Tech,6,"DAX, NumPy, ETL, Seaborn, Excel, Matplotlib, Tableau, Python, Power BI, Pandas, Statistics",7,Azure AZ-900,Data Analyst with 6 years of experience.,Data Analyst
C03426,Candidate_3426,36,Female,Hyderabad,B.Sc,3,"Python, Matplotlib, Tableau, Excel, Seaborn, Statistics, Pandas, Power BI",2,AWS CCP,Data Analyst with 3 years of experience.,ML Engineer
C01448,Candidate_1448,36,Female,Kochi,M.Tech,4,"FastAPI, Git, Docker, Linux, REST, Django, Flask, PostgreSQL",7,AWS CCP,Backend Developer with 4 years of experience.,Backend Developer
C00774,Candidate_774,40,Female,Bengaluru,B.Sc,8,"Tailwind, REST, Git, Next.js, JavaScript, CSS, TypeScript, Vite, React, Redux",3,AWS CCP,Front End Developer with 8 years of experience.,Front End Developer
C02658,Candidate_2658,39,Male,Delhi,M.Tech,15,"NumPy, Seaborn, Matplotlib, Excel, SQL, Python, Tableau, MLflow",6,Meta,Data Analyst with 15 years of experience.,Data Analyst
C03524,Candidate_3524,24,Male,Chennai,BCA,15,"Python, DAX, SQL, Seaborn, Power BI, Tableau, NumPy, Statistics",10,Oracle Java,Data Analyst with 15 years of experience.,ML Engineer
C08670,Candidate_8670,31,Male,Hyderabad,MCA,12,"Prototyping, Wireframing, Photoshop, Canva, Figma, Illustrator, UI, After Effects, Color Theory",7,TensorFlow,Designer with 12 years of experience.,Front End Developer
C10382,Candidate_10382,35,Male,Chennai,BCA,12,"WordPress, SEO, Content Marketing, Canva, Analytics, Google Ads, Wireframing, Illustrator",3,Meta,Digital Marketing with 12 years of experience.,Digital Marketing
C01933,Candidate_1933,21,Female,Mumbai,BCA,14,"JWT, Django, Flask, PostgreSQL, MongoDB, MySQL, Python, Docker, FastAPI, Tailwind, Next.js",5,Azure AZ-900,Backend Developer with 14 years of experience.,Backend Developer
C08853,Candidate_8853,40,Male,Pune,B.Tech,2,"Typography, After Effects, Illustrator, Prototyping, Adobe XD, UI, UX, Color Theory, Canva, Wireframing, Photoshop, Figma",8,TensorFlow,Designer with 2 years of experience.,Designer
C10373,Candidate_10373,22,Female,Kochi,M.Tech,12,"Google Ads, Meta Ads, Analytics, Social Media, SEO, Email Marketing, Canva, Keyword Research, WordPress, SEM",10,Oracle Java,Digital Marketing with 12 years of experience.,Digital Marketing
C10104,Candidate_10104,25,Male,Delhi,BCA,4,"Content Marketing, Google Ads, Email Marketing, WordPress, Keyword Research, Analytics, Social Media, Meta Ads, Copywriting",4,Azure AZ-900,Digital Marketing with 4 years of experience.,Digital Marketing
C07771,Candidate_7771,37,Female,Chennai,BCA,2,"Training, HRMS, Compliance, Recruitment, Excel, Leadership, Payroll, Conflict Resolution",4,TensorFlow,HR Manager with 2 years of experience.,HR Manager
C02365,Candidate_2365,34,Female,Mumbai,M.Tech,4,"REST, Git, PostgreSQL, MongoDB, Python, Docker, JWT, FastAPI, Django, Linux",5,Meta,Backend Developer with 4 years of experience.,Backend Developer
C05810,Candidate_5810,29,Female,Hyderabad,B.Sc,12,"CV, MLflow, Scikit-learn, Git, SQL, Docker, PyTorch, TensorFlow, NumPy, Python, NLP",7,TensorFlow,ML Engineer with 12 years of experience.,ML Engineer
C10471,Candidate_10471,22,Female,Chennai,BCA,10,"Meta Ads, SEM, Email Marketing, Social Media, SEO, Analytics, WordPress, Keyword Research, Content Marketing, Canva",4,Power BI,Digital Marketing with 10 years of experience.,Digital Marketing
C04552,Candidate_4552,35,Female,Delhi,B.Tech,12,"Networking, Docker, Kubernetes, CI/CD, GCP, Python, Linux, Terraform, CV",8,AWS CCP,Cloud Engineer with 12 years of experience.,Cloud Engineer
C03024,Candidate_3024,25,Male,Kochi,B.Tech,2,"Matplotlib, Statistics, ETL, Python, Tableau, Seaborn, Power BI, Pandas, NumPy, DAX",8,TensorFlow,Data Analyst with 2 years of experience.,Data Analyst
C07701,Candidate_7701,40,Male,Pune,B.Tech,8,"Payroll, ATS, Training, Conflict Resolution, Onboarding, Leadership, Compliance, Recruitment, Communication, HRMS, Excel, Employee Relations",2,Azure AZ-900,HR Manager with 8 years of experience.,HR Manager
C04359,Candidate_4359,33,Male,Chennai,BCA,13,"Docker, Linux, Kubernetes, GCP, Azure, Ansible, Jenkins, Networking",8,Azure AZ-900,Cloud Engineer with 13 years of experience.,Cloud Engineer
C09302,Candidate_9302,40,Female,Delhi,B.Tech,12,"Copywriting, Meta Ads, Email Marketing, Canva, SEM, Social Media, Keyword Research, SEO, WordPress, Python",7,AWS CCP,Digital Marketing with 12 years of experience.,Data Analyst
C02868,Candidate_2868,39,Female,Hyderabad,B.Sc,4,"DAX, Matplotlib, ETL, Pandas, NumPy, Excel, CV, Git",2,TensorFlow,Data Analyst with 4 years of experience.,Data Analyst
C10493,Candidate_10493,21,Female,Mumbai,BCA,7,"Content Marketing, SEM, Google Ads, Email Marketing, SEO, Social Media, Copywriting, Keyword Research, Analytics, WordPress, Canva, Meta Ads",3,Meta,Digital Marketing with 7 years of experience.,Digital Marketing
